Category,Sms,cleaned_text,tokens,filtered_tokens,final_text
trust,Nimeandika ripoti yangu ya mwisho wa mwaka. Ningependa ushauri wako kabla ya kuwasilisha.,nimeandika ripoti yangu ya mwisho wa mwaka ningependa ushauri wako kabla ya kuwasilisha,"['nimeandika', 'ripoti', 'yangu', 'ya', 'mwisho', 'wa', 'mwaka', 'ningependa', 'ushauri', 'wako', 'kabla', 'ya', 'kuwasilisha']","['nimeandika', 'ripoti', 'mwisho', 'mwaka', 'ningependa', 'ushauri', 'wako', 'kabla', 'kuwasilisha']",nimeandika ripoti mwisho mwaka ningependa ushauri wako kabla kuwasilisha
scam,Basi iyo hela nitumie kwenye namba hii 0698018072 jina litakuja (JUMANNE YASINI MASAKA) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba hii jina litakuja jumanne yasini masaka ile namba usitumie laini inamatatizo,"['basi', 'iyo', 'hela', 'nitumie', 'kwenye', 'namba', 'hii', 'jina', 'litakuja', 'jumanne', 'yasini', 'masaka', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']","['iyo', 'hela', 'nitumie', 'namba', 'hii', 'jina', 'litakuja', 'jumanne', 'yasini', 'masaka', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']",iyo hela nitumie namba hii jina litakuja jumanne yasini masaka ile namba usitumie laini inamatatizo
trust,"Nitachelewa kufika, tafadhali ningojee.",nitachelewa kufika tafadhali ningojee,"['nitachelewa', 'kufika', 'tafadhali', 'ningojee']","['nitachelewa', 'kufika', 'ningojee']",nitachelewa kufika ningojee
trust,"Nimefika salama kazini, asante kwa kuniombea.",nimefika salama kazini asante kwa kuniombea,"['nimefika', 'salama', 'kazini', 'asante', 'kwa', 'kuniombea']","['nimefika', 'salama', 'kazini', 'asante', 'kuniombea']",nimefika salama kazini asante kuniombea
scam,TUMIA NAMBA HII (0716484506)KUNITUMIA IYO HELA JINA LITAONYESHA (JENEROZA ROCK BENEDICTO),tumia namba hii kunitumia iyo hela jina litaonyesha jeneroza rock benedicto,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'jeneroza', 'rock', 'benedicto']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'jeneroza', 'rock', 'benedicto']",tumia namba hii kunitumia iyo hela jina litaonyesha jeneroza rock benedicto
trust,Pole sana my bro wacha Mungu aitwe MUNGU,pole sana my bro wacha mungu aitwe mungu,"['pole', 'sana', 'my', 'bro', 'wacha', 'mungu', 'aitwe', 'mungu']","['pole', 'my', 'bro', 'wacha', 'mungu', 'aitwe', 'mungu']",pole my bro wacha mungu aitwe mungu
scam,Naomba unitumie iyo ela kwenye namba hii ya Tigo 0787-406-889. jina (MARIAM NDUGAI),naomba unitumie iyo ela kwenye namba hii ya tigo jina mariam ndugai,"['naomba', 'unitumie', 'iyo', 'ela', 'kwenye', 'namba', 'hii', 'ya', 'tigo', 'jina', 'mariam', 'ndugai']","['naomba', 'unitumie', 'iyo', 'ela', 'namba', 'hii', 'tigo', 'jina', 'mariam', 'ndugai']",naomba unitumie iyo ela namba hii tigo jina mariam ndugai
scam,Utanitumia kwenye ii 0699137921 tigo jina SALOME KALUNGA namba yangu inadeni usiitumie,utanitumia kwenye ii tigo jina salome kalunga namba yangu inadeni usiitumie,"['utanitumia', 'kwenye', 'ii', 'tigo', 'jina', 'salome', 'kalunga', 'namba', 'yangu', 'inadeni', 'usiitumie']","['utanitumia', 'ii', 'tigo', 'jina', 'salome', 'kalunga', 'namba', 'inadeni', 'usiitumie']",utanitumia ii tigo jina salome kalunga namba inadeni usiitumie
trust,Tafadhali niambie kama kuna jambo jipya.,tafadhali niambie kama kuna jambo jipya,"['tafadhali', 'niambie', 'kama', 'kuna', 'jambo', 'jipya']","['niambie', 'kuna', 'jambo', 'jipya']",niambie kuna jambo jipya
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0733822240",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala ya binadam utapewa mtajiongea na wakala wetu,"['habari', 'ewe', 'mtanzania', 'sasa', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'bila', 'kutoa', 'kafala', 'ya', 'binadam', 'utapewa', 'mtajiongea', 'na', 'wakala', 'wetu']","['habari', 'ewe', 'mtanzania', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'kutoa', 'kafala', 'binadam', 'utapewa', 'mtajiongea', 'wakala', 'wetu']",habari ewe mtanzania mlango umefunguliwa jiunge namatajiri kutoa kafala binadam utapewa mtajiongea wakala wetu
trust,Tafadhali nipe updates za yale mazungumzo yetu ya kazi.,tafadhali nipe updates za yale mazungumzo yetu ya kazi,"['tafadhali', 'nipe', 'updates', 'za', 'yale', 'mazungumzo', 'yetu', 'ya', 'kazi']","['nipe', 'updates', 'yale', 'mazungumzo', 'yetu', 'kazi']",nipe updates yale mazungumzo yetu kazi
trust,"Je, umepokea barua niliyokutumia kupitia posta?",je umepokea barua niliyokutumia kupitia posta,"['je', 'umepokea', 'barua', 'niliyokutumia', 'kupitia', 'posta']","['je', 'umepokea', 'barua', 'niliyokutumia', 'kupitia', 'posta']",je umepokea barua niliyokutumia kupitia posta
trust,Nitakuja na familia yangu kwa chakula cha mchana nyumbani kwako.,nitakuja na familia yangu kwa chakula cha mchana nyumbani kwako,"['nitakuja', 'na', 'familia', 'yangu', 'kwa', 'chakula', 'cha', 'mchana', 'nyumbani', 'kwako']","['nitakuja', 'familia', 'chakula', 'mchana', 'nyumbani', 'kwako']",nitakuja familia chakula mchana nyumbani kwako
scam,tuma kwenye namba hii ya Tigopesa 0698018072 jina litakuja JOACHIM KAPUFI Ukituma unijulishe,tuma kwenye namba hii ya tigopesa jina litakuja joachim kapufi ukituma unijulishe,"['tuma', 'kwenye', 'namba', 'hii', 'ya', 'tigopesa', 'jina', 'litakuja', 'joachim', 'kapufi', 'ukituma', 'unijulishe']","['tuma', 'namba', 'hii', 'tigopesa', 'jina', 'litakuja', 'joachim', 'kapufi', 'ukituma', 'unijulishe']",tuma namba hii tigopesa jina litakuja joachim kapufi ukituma unijulishe
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0615810764 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba na magari ya kifahari pia kuza biashara vipaji nyota na pete tupigie simu ukiwa tayari kujiunga,"['friimason', 'timiza', 'ndoto', 'kumiliki', 'pesa', 'majumba', 'na', 'magari', 'ya', 'kifahari', 'pia', 'kuza', 'biashara', 'vipaji', 'nyota', 'na', 'pete', 'tupigie', 'simu', 'ukiwa', 'tayari', 'kujiunga']","['friimason', 'timiza', 'ndoto', 'kumiliki', 'pesa', 'majumba', 'magari', 'kifahari', 'kuza', 'biashara', 'vipaji', 'nyota', 'pete', 'tupigie', 'simu', 'ukiwa', 'tayari', 'kujiunga']",friimason timiza ndoto kumiliki pesa majumba magari kifahari kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,"tigo YR89 Imethibitishwa namba yako ya 078 ... imeshinda Tsh2,000,000.00/=million kutoka Tuzo point ilikupokea ela yako piga 0654321098 Asante",tigo yr imethibitishwa namba yako ya imeshinda tshmillion kutoka tuzo point ilikupokea ela yako piga asante,"['tigo', 'yr', 'imethibitishwa', 'namba', 'yako', 'ya', 'imeshinda', 'tshmillion', 'kutoka', 'tuzo', 'point', 'ilikupokea', 'ela', 'yako', 'piga', 'asante']","['tigo', 'yr', 'imethibitishwa', 'namba', 'yako', 'imeshinda', 'tshmillion', 'tuzo', 'point', 'ilikupokea', 'ela', 'yako', 'piga', 'asante']",tigo yr imethibitishwa namba yako imeshinda tshmillion tuzo point ilikupokea ela yako piga asante
trust,Kuna tetesi kwamba Mondi anataka kufanya movie. Hii ni kweli?,kuna tetesi kwamba mondi anataka kufanya movie hii ni kweli,"['kuna', 'tetesi', 'kwamba', 'mondi', 'anataka', 'kufanya', 'movie', 'hii', 'ni', 'kweli']","['kuna', 'tetesi', 'mondi', 'anataka', 'kufanya', 'movie', 'hii', 'kweli']",kuna tetesi mondi anataka kufanya movie hii kweli
trust,"Ninakuja na zawadi kutoka shambani, utapenda sana.",ninakuja na zawadi kutoka shambani utapenda sana,"['ninakuja', 'na', 'zawadi', 'kutoka', 'shambani', 'utapenda', 'sana']","['ninakuja', 'zawadi', 'shambani', 'utapenda']",ninakuja zawadi shambani utapenda
trust,Nimepata kazi mpya!,nimepata kazi mpya,"['nimepata', 'kazi', 'mpya']","['nimepata', 'kazi', 'mpya']",nimepata kazi mpya
trust,Nimefurahi sana kukuona leo.,nimefurahi sana kukuona leo,"['nimefurahi', 'sana', 'kukuona', 'leo']","['nimefurahi', 'kukuona', 'leo']",nimefurahi kukuona leo
trust,Tukutane saa kumi mchana pale ofisini.,tukutane saa kumi mchana pale ofisini,"['tukutane', 'saa', 'kumi', 'mchana', 'pale', 'ofisini']","['tukutane', 'saa', 'kumi', 'mchana', 'pale', 'ofisini']",tukutane saa kumi mchana pale ofisini
scam,Au nitumie kwenye M-Pesa Namba.0782435667 jina litakuja Ester kalobelo,au nitumie kwenye mpesa namba jina litakuja ester kalobelo,"['au', 'nitumie', 'kwenye', 'mpesa', 'namba', 'jina', 'litakuja', 'ester', 'kalobelo']","['au', 'nitumie', 'mpesa', 'namba', 'jina', 'litakuja', 'ester', 'kalobelo']",au nitumie mpesa namba jina litakuja ester kalobelo
scam,Samahani naomba itume kwenye TIGO 0783582817 HADIJA LAI.,samahani naomba itume kwenye tigo hadija lai,"['samahani', 'naomba', 'itume', 'kwenye', 'tigo', 'hadija', 'lai']","['samahani', 'naomba', 'itume', 'tigo', 'hadija', 'lai']",samahani naomba itume tigo hadija lai
scam,hela tuma kwa namba hii 0657666983 jina MARIAM NDUGAI,hela tuma kwa namba hii jina mariam ndugai,"['hela', 'tuma', 'kwa', 'namba', 'hii', 'jina', 'mariam', 'ndugai']","['hela', 'tuma', 'namba', 'hii', 'jina', 'mariam', 'ndugai']",hela tuma namba hii jina mariam ndugai
scam,au iyo ela nitumie kwenye m-pesa hii 0755667788 Jina litoke 0755667788.,au iyo ela nitumie kwenye mpesa hii jina litoke,"['au', 'iyo', 'ela', 'nitumie', 'kwenye', 'mpesa', 'hii', 'jina', 'litoke']","['au', 'iyo', 'ela', 'nitumie', 'mpesa', 'hii', 'jina', 'litoke']",au iyo ela nitumie mpesa hii jina litoke
scam,tuma kwenye namba hii ya HaloPesa 0657538690 jina litakuja Ester kalobelo Ukituma unijulishe,tuma kwenye namba hii ya halopesa jina litakuja ester kalobelo ukituma unijulishe,"['tuma', 'kwenye', 'namba', 'hii', 'ya', 'halopesa', 'jina', 'litakuja', 'ester', 'kalobelo', 'ukituma', 'unijulishe']","['tuma', 'namba', 'hii', 'halopesa', 'jina', 'litakuja', 'ester', 'kalobelo', 'ukituma', 'unijulishe']",tuma namba hii halopesa jina litakuja ester kalobelo ukituma unijulishe
scam,Iyo ela itume humu kwenye HALOTEL 0657538690 jina lije SAID MTAALAM .,iyo ela itume humu kwenye halotel jina lije said mtaalam,"['iyo', 'ela', 'itume', 'humu', 'kwenye', 'halotel', 'jina', 'lije', 'said', 'mtaalam']","['iyo', 'ela', 'itume', 'humu', 'halotel', 'jina', 'lije', 'said', 'mtaalam']",iyo ela itume humu halotel jina lije said mtaalam
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0698945621 AU 0698945621",karibu freemason utimize ndoto katika biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au,"['karibu', 'freemason', 'utimize', 'ndoto', 'katika', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']","['freemason', 'utimize', 'ndoto', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']",freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au
scam,"Dear, No need to go out work, just at home to earn 10,000,000TZS a day, please contact us: https://wa.me/2550654321098",dear no need to go out work just at home to earn tzs a day please contact us,"['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']","['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']",dear no need to go out work just at home to earn tzs a day please contact us
scam,Tumia namba hii ya TIGO 0675259049 kutuma hiyo ela jina SALOME KALUNGA,tumia namba hii ya tigo kutuma hiyo ela jina salome kalunga,"['tumia', 'namba', 'hii', 'ya', 'tigo', 'kutuma', 'hiyo', 'ela', 'jina', 'salome', 'kalunga']","['tumia', 'namba', 'hii', 'tigo', 'kutuma', 'ela', 'jina', 'salome', 'kalunga']",tumia namba hii tigo kutuma ela jina salome kalunga
scam,"Tuzo Point hongera umepata zawadi Sh170,000 milioni kutoka (Tuzo Point) piga sim,.0782734560 kupata zawadi  asante",tuzo point hongera umepata zawadi sh milioni kutoka tuzo point piga sim kupata zawadi asante,"['tuzo', 'point', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'kutoka', 'tuzo', 'point', 'piga', 'sim', 'kupata', 'zawadi', 'asante']","['tuzo', 'point', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'tuzo', 'point', 'piga', 'sim', 'kupata', 'zawadi', 'asante']",tuzo point hongera umepata zawadi sh milioni tuzo point piga sim kupata zawadi asante
trust,Nataka nikuambie jambo muhimu.,nataka nikuambie jambo muhimu,"['nataka', 'nikuambie', 'jambo', 'muhimu']","['nataka', 'nikuambie', 'jambo', 'muhimu']",nataka nikuambie jambo muhimu
trust,Kumbuka mafunzo ya vitendo yataanza kesho kwenye maabara.,kumbuka mafunzo ya vitendo yataanza kesho kwenye maabara,"['kumbuka', 'mafunzo', 'ya', 'vitendo', 'yataanza', 'kesho', 'kwenye', 'maabara']","['kumbuka', 'mafunzo', 'vitendo', 'yataanza', 'kesho', 'maabara']",kumbuka mafunzo vitendo yataanza kesho maabara
scam,TUMIA NAMBA HII (0781476081)KUNITUMIA IYO HELA JINA LITAONYESHA (HADIJA LAI),tumia namba hii kunitumia iyo hela jina litaonyesha hadija lai,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'hadija', 'lai']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'hadija', 'lai']",tumia namba hii kunitumia iyo hela jina litaonyesha hadija lai
scam,Iyo ela tuma humu kwenye vodacom 0782734560 Jina lije MWANAIDI KHAMISI.,iyo ela tuma humu kwenye vodacom jina lije mwanaidi khamisi,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'vodacom', 'jina', 'lije', 'mwanaidi', 'khamisi']","['iyo', 'ela', 'tuma', 'humu', 'vodacom', 'jina', 'lije', 'mwanaidi', 'khamisi']",iyo ela tuma humu vodacom jina lije mwanaidi khamisi
trust,Ninahisi umefanya kazi nzuri sana.,ninahisi umefanya kazi nzuri sana,"['ninahisi', 'umefanya', 'kazi', 'nzuri', 'sana']","['ninahisi', 'umefanya', 'kazi', 'nzuri']",ninahisi umefanya kazi nzuri
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0617488472",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala ya binadam utapewa mtajiongea na wakala wetu,"['habari', 'ewe', 'mtanzania', 'sasa', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'bila', 'kutoa', 'kafala', 'ya', 'binadam', 'utapewa', 'mtajiongea', 'na', 'wakala', 'wetu']","['habari', 'ewe', 'mtanzania', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'kutoa', 'kafala', 'binadam', 'utapewa', 'mtajiongea', 'wakala', 'wetu']",habari ewe mtanzania mlango umefunguliwa jiunge namatajiri kutoa kafala binadam utapewa mtajiongea wakala wetu
scam,"Mpigie Mzee RAMATUNGU kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0750335946",mpigie mzee ramatungu kwa tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga,"['mpigie', 'mzee', 'ramatungu', 'kwa', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']","['mpigie', 'mzee', 'ramatungu', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']",mpigie mzee ramatungu tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,"Mpigie Mzee PEREGIA FILIPO kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0783582817",mpigie mzee peregia filipo kwa tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga,"['mpigie', 'mzee', 'peregia', 'filipo', 'kwa', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']","['mpigie', 'mzee', 'peregia', 'filipo', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']",mpigie mzee peregia filipo tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,Iyo ela tuma humu kwenye Halotel 0767274553 Jina lije PETER NYANGE.,iyo ela tuma humu kwenye halotel jina lije peter nyange,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'halotel', 'jina', 'lije', 'peter', 'nyange']","['iyo', 'ela', 'tuma', 'humu', 'halotel', 'jina', 'lije', 'peter', 'nyange']",iyo ela tuma humu halotel jina lije peter nyange
trust,Ninataka kushukuru kwa msaada wako wa kifedha wa hivi karibuni.,ninataka kushukuru kwa msaada wako wa kifedha wa hivi karibuni,"['ninataka', 'kushukuru', 'kwa', 'msaada', 'wako', 'wa', 'kifedha', 'wa', 'hivi', 'karibuni']","['ninataka', 'kushukuru', 'msaada', 'wako', 'kifedha', 'hivi', 'karibuni']",ninataka kushukuru msaada wako kifedha hivi karibuni
scam,Utanitumia kwenye ii 0689933027 voda jina FEBU SHADI WILISON namba yangu inadeni usiitumie,utanitumia kwenye ii voda jina febu shadi wilison namba yangu inadeni usiitumie,"['utanitumia', 'kwenye', 'ii', 'voda', 'jina', 'febu', 'shadi', 'wilison', 'namba', 'yangu', 'inadeni', 'usiitumie']","['utanitumia', 'ii', 'voda', 'jina', 'febu', 'shadi', 'wilison', 'namba', 'inadeni', 'usiitumie']",utanitumia ii voda jina febu shadi wilison namba inadeni usiitumie
trust,Tutakutana kwenye Zoom saa kumi.,tutakutana kwenye zoom saa kumi,"['tutakutana', 'kwenye', 'zoom', 'saa', 'kumi']","['tutakutana', 'zoom', 'saa', 'kumi']",tutakutana zoom saa kumi
scam,"Dear, No need to go out work, just at home to earn 6,000,000TZS a day, please contact us: https://wa.me/2550655251448",dear no need to go out work just at home to earn tzs a day please contact us,"['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']","['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']",dear no need to go out work just at home to earn tzs a day please contact us
trust,Nitakutafuta baadaye kwa msaada zaidi wa maelezo.,nitakutafuta baadaye kwa msaada zaidi wa maelezo,"['nitakutafuta', 'baadaye', 'kwa', 'msaada', 'zaidi', 'wa', 'maelezo']","['nitakutafuta', 'baadaye', 'msaada', 'zaidi', 'maelezo']",nitakutafuta baadaye msaada zaidi maelezo
scam,Utanitumia. kwemye namba 0657666983 ya TIGO jina RAMATUNGU.,utanitumia kwemye namba ya tigo jina ramatungu,"['utanitumia', 'kwemye', 'namba', 'ya', 'tigo', 'jina', 'ramatungu']","['utanitumia', 'kwemye', 'namba', 'tigo', 'jina', 'ramatungu']",utanitumia kwemye namba tigo jina ramatungu
scam,"Dear, No need to go out work, just at home to earn 1,500,000TZS a day, please contact us: https://wa.me/2550655251448",dear no need to go out work just at home to earn tzs a day please contact us,"['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']","['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']",dear no need to go out work just at home to earn tzs a day please contact us
scam,MZEE LUKA KIMBANGU tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0733822240)(0733822240),mzee luka kimbangu tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga,"['mzee', 'luka', 'kimbangu', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']","['mzee', 'luka', 'kimbangu', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']",mzee luka kimbangu tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
scam,ela tuma kwa namba hii 0787-406-889 jina LUKA KIMBANGU,ela tuma kwa namba hii jina luka kimbangu,"['ela', 'tuma', 'kwa', 'namba', 'hii', 'jina', 'luka', 'kimbangu']","['ela', 'tuma', 'namba', 'hii', 'jina', 'luka', 'kimbangu']",ela tuma namba hii jina luka kimbangu
trust,Safi sana jorum,safi sana jorum,"['safi', 'sana', 'jorum']","['safi', 'jorum']",safi jorum
scam,Iyo Hela itume humu kwenye voda 0689933027 jina lije LUKA KIMBANGU.,iyo hela itume humu kwenye voda jina lije luka kimbangu,"['iyo', 'hela', 'itume', 'humu', 'kwenye', 'voda', 'jina', 'lije', 'luka', 'kimbangu']","['iyo', 'hela', 'itume', 'humu', 'voda', 'jina', 'lije', 'luka', 'kimbangu']",iyo hela itume humu voda jina lije luka kimbangu
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0787-406-889",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala ya binadam utapewa mtajiongea na wakala wetu,"['habari', 'ewe', 'mtanzania', 'sasa', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'bila', 'kutoa', 'kafala', 'ya', 'binadam', 'utapewa', 'mtajiongea', 'na', 'wakala', 'wetu']","['habari', 'ewe', 'mtanzania', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'kutoa', 'kafala', 'binadam', 'utapewa', 'mtajiongea', 'wakala', 'wetu']",habari ewe mtanzania mlango umefunguliwa jiunge namatajiri kutoa kafala binadam utapewa mtajiongea wakala wetu
trust,Bila kubebwa huwez kwenda town kabisa kaka,bila kubebwa huwez kwenda town kabisa kaka,"['bila', 'kubebwa', 'huwez', 'kwenda', 'town', 'kabisa', 'kaka']","['kubebwa', 'huwez', 'town', 'kabisa', 'kaka']",kubebwa huwez town kabisa kaka
scam,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0695567435,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze no,"['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'hela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'sana', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'bila', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']","['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'hela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']",mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota mpenzi hamuelewani je utatunza siri nikikusaidia pesa mashaliti magumu nipigie nikwelekeze no
scam,Utanitumia. kwemye namba 0733822240 ya AIRTEL jina JUMA SIKAREKO.,utanitumia kwemye namba ya airtel jina juma sikareko,"['utanitumia', 'kwemye', 'namba', 'ya', 'airtel', 'jina', 'juma', 'sikareko']","['utanitumia', 'kwemye', 'namba', 'airtel', 'jina', 'juma', 'sikareko']",utanitumia kwemye namba airtel jina juma sikareko
trust,"Nitahitajika kwenye ofisi ya mwalimu mkuu asubuhi, naweza kuchelewa kidogo.",nitahitajika kwenye ofisi ya mwalimu mkuu asubuhi naweza kuchelewa kidogo,"['nitahitajika', 'kwenye', 'ofisi', 'ya', 'mwalimu', 'mkuu', 'asubuhi', 'naweza', 'kuchelewa', 'kidogo']","['nitahitajika', 'ofisi', 'mwalimu', 'mkuu', 'asubuhi', 'naweza', 'kuchelewa', 'kidogo']",nitahitajika ofisi mwalimu mkuu asubuhi naweza kuchelewa kidogo
trust,Naomba nikukumbushe kuhusu kikao chetu cha leo.,naomba nikukumbushe kuhusu kikao chetu cha leo,"['naomba', 'nikukumbushe', 'kuhusu', 'kikao', 'chetu', 'cha', 'leo']","['naomba', 'nikukumbushe', 'kuhusu', 'kikao', 'chetu', 'leo']",naomba nikukumbushe kuhusu kikao chetu leo
trust,Kuna video mpya ya Wasafi TV inayotrend kuhusu maisha ya mastaa wa Bongo.,kuna video mpya ya wasafi tv inayotrend kuhusu maisha ya mastaa wa bongo,"['kuna', 'video', 'mpya', 'ya', 'wasafi', 'tv', 'inayotrend', 'kuhusu', 'maisha', 'ya', 'mastaa', 'wa', 'bongo']","['kuna', 'video', 'mpya', 'wasafi', 'tv', 'inayotrend', 'kuhusu', 'maisha', 'mastaa', 'bongo']",kuna video mpya wasafi tv inayotrend kuhusu maisha mastaa bongo
scam,"We need urgently Need Staff salary 170,000TZS. Reach HR team at: wa.me/2550755896103.",we need urgently need staff salary tzs reach hr team at wame,"['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']","['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']",we need urgently need staff salary tzs reach hr team at wame
