Category,Sms
scam,"We need urgently Need Staff salary 10,000,000TZS. Reach HR team at: wa.me/2550783654321."
scam,"Dear, No need to go out work, just at home to earn 6,000,000TZS a day, please contact us: https://wa.me/2550755667788"
scam,MPIGIE MZEE RAMATUNGU WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0789723456
scam,"OFA YAKO hongera umepata zawadi Sh120000 milioni kutoka (OFA YAKO) piga sim,.0773409724 kupata zawadi  asante"
scam,Utanitumia kwa hîi Halotel 0782734560 j'ina ni Magomba Maila.
scam,Nitumie tu kwenye hii HALOTEL 0675259049 jina Magomba Maila.
trust,"Mtoto anahitaji kiatu kipya, cha zamani kimechanika."
trust,Nitafika kesho
scam,Iyo Pesa itume humu kwenye halotel 0698945621 jina lije PEREGIA FILIPO.
scam,Naomba unitumie iyo hela kwenye namba hii ya TIGO 0747878264. jina (PEREGIA FILIPO)
trust,Naomba unitumie namba ya huyo fundi.
scam,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0782734560
trust,Nitakutembelea baadaye kwa mazungumzo zaidi.
trust,Tunakukumbuka sana nyumbani.
scam,0750335946 Jina litakuja LINUSI MALALO Nitumie kwenye hiyo AIRTEL
scam,"Imethibitishwa, namba yako ya 0689592818 imejishindia TSH 6,000,000 kutoka TUZO POINT. Piga 0689592818 ili kupokea pesa yako."
scam,Iyo hela itume humu kwenye HALOTEL 0781476081 jina lije JUMA SIKAREKO.
trust,Uliona goli la kwanza la Messi kwenye Inter Miami? Jamaa bado ana class yake.
scam,tuma kwenye namba hii ya HaloPesa 0696530433 jina litakuja SAID MTAALAM  Ukituma unijulishe
trust,Tafadhali angalia email yako kuhusu taarifa za mkutano wa leo.
trust,Ninahitaji msaada kidogo.
scam,"Congratulations! Your CV has passed. You can get 6,000,000TZS in a day. for details: wa.me/2550755667788"
scam,Au nitumie kwenye HaloPesa Namba.0657538690 jina litakuja Magomba Maila
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya airtel. Mbona kimya na siku zinazidi kwenda...?
scam,"IYO PESA ITUME KWENYE NAMBA HII 0773409724 JINA ITALETA OLIVA MATIAS NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
trust,Umetishaaaa hya ndo mambo tunayatak mwisho wa mwaka
scam,TUMIA NAMBA HII (0698945621)KUNITUMIA IYO HELA JINA LITAONYESHA (HADIJA LAI)
trust,"Nakupenda zaidi ya jana, na kila siku upendo wangu unaongezeka."
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA Tigo NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
scam,"Habari za asubuhi,mimi JUMANNE YASINI MASAKA,hii namba yangu ya tigo.Vp mbona shem JUMANNE YASINI MASAKA, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
trust,Mikutano ya wiki hii imeahirishwa mpaka Alhamisi.
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA halotel NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
scam,"OFA YAKO hongera umepata zawadi Sh2,000,000 milioni kutoka (OFA YAKO) piga sim,.0786543210 kupata zawadi  asante"
trust,Mtihani wetu wa mwisho umebadilishwa hadi Jumatatu.
scam,Habari za siku. Mimi  mwenye nyumba wako hii namba yangu ya VODACOM. Mbona kimya na siku zinazidi kwenda...?
trust,"Mtoto wangu anasumbuliwa na homa, nipo nyumbani kumtibu."
trust,Kakudanganyeni nani?
scam,mjukuu wangu utafuta ji wako mgumu Hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0696530433
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By OLIVA MATIAS,ni grp member"
scam,"Tuzo point hongera umepata zawadi Sh10,000,000 milioni kutoka (Tuzo point) piga sim,.0695567435 kupata zawadi  asante"
scam,"Mpigie Mzee ALLY ISSA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0755667788"
trust,Naomba msaada wako kwa suala la ada ya shule ya mdogo wangu.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0773409724 AU 0773409724"
scam,Utanitumia. kwemye namba 0755667788 ya VODACOM jina NASHONI MBIRIBI.
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,au iyo ela nitumie kwenye HaloPesa hii 0698945621 Jina litoke 0698945621.
scam,au iyo ela nitumie kwenye AirtelMoney hii 0699137921 Jina litoke 0699137921.
scam,"Dear, No need to go out work, just at home to earn 4,000,000TZS a day, please contact us: https://wa.me/2550698945621"
scam,Habari za mchana. Mimi  mwenye nyumba wako hii namba yangu ya HALOTEL. Mbona kimya na siku zinazidi kwenda...?
trust,Ninakutakia mafanikio mema kwenye kazi zako.
scam,Utanitumia. kwemye namba 0696530433 ya AIRTEL jina Ester kalobelo.
scam,MZEE Ester kalobelo tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0689933027)(0689933027)
scam,TUMIA NAMBA HII (0755667788)KUNITUMIA IYO HELA JINA LITAONYESHA (JENEROZA ROCK BENEDICTO)
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya Tigo. Mbona kimya na siku zinazidi kwenda...?
trust,Umbea ni sehemu ya ndoa
trust,Ninja ana hoja apewe muda zaidi
scam,"Dear, No need to go out work, just at home to earn 5,000,000TZS a day, please contact us: https://wa.me/2550781476081"
trust,Eti nywele zimevurugika
scam,Utanitumia kwa hîi vodacom 0698018072 j'ina ni LINUSI MALALO.
scam,TUMIA NAMBA HII (0781476081)KUNITUMIA IYO HELA JINA LITAONYESHA (Magomba Maila)
scam,Utanitumia. kwemye namba 0698945621 ya AIRTEL jina LINUSI MALALO.
scam,"Congratulations! Your CV has passed. You can get 2,000,000TZS in a day. for details: wa.me/2550788542784"
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0654321098"
scam,"Tuzo Point hongera umepata zawadi Sh5,000,000 milioni kutoka (Tuzo Point) piga sim,.0747878264 kupata zawadi  asante"
trust,Unapendelea chai au kahawa?
trust,Kashakuwa mkubwa sasa  hongera dogo
scam,"Habari za mchana,mimi JUMANNE YASINI MASAKA,hii namba yangu ya Airtel.Vp mbona shem JUMANNE YASINI MASAKA, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0698945621 AU 0698945621"
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0789723456 UKIWA TAYARI KUJIUNGA
scam,MPIGIE MZEE Magomba Maila WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0698945621
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0655251448 au 0655251448"
trust,Ningependa kujua kama uko tayari kwa mkutano ule wa biashara ndogo ndogo. Tafadhali nijulishe.
trust,"Ninaenda safari wiki ijayo, nitakuja kukuaga kabla ya kuondoka."
scam,TUMIA NAMBA HII (0787-406-889)KUNITUMIA IYO HELA JINA LITAONYESHA (FEBU SHADI WILISON)
scam,Naomba unitumie iyo pesa kwenye namba hii ya VODACOM 0784862618. jina (MWANAIDI KHAMISI)
scam,MZEE KHADIJA SUMBAI tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0755667788)(0755667788)
scam,"Dear, No need to go out work, just at home to earn 1,500,000TZS a day, please contact us: https://wa.me/2550773409724"
